Author,Reference,source_cohort,n_subjects,bmi_mean,age_mean,caloric_test,kcal_test,hormone_name,units,time_min,value,cohort_v10_primary,cohort_v10_sensitivity,surgery_status,weeks_post_surgery,weight_loss_modality,had_t2dm_pre_surgery
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,0,25,Obesity,Obesity,not_applicable,NA,none,unknown
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,15,20.16,Obesity,Obesity,not_applicable,NA,none,unknown
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,30,18.3,Obesity,Obesity,not_applicable,NA,none,unknown
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,60,13.57,Obesity,Obesity,not_applicable,NA,none,unknown
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,90,14.56,Obesity,Obesity,not_applicable,NA,none,unknown
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,120,16.32,Obesity,Obesity,not_applicable,NA,none,unknown
Aukan 2022,Aukan MI. Nymo S. Haagensli Ollestad K. Akersveen Boyesen G. DeBenedictis JN. Rehfeld JF. Coutinho S. Martins C. Differences in gastrointestinal hormones and appetite ratings among obesity classes. Appetite. 2022 Apr 1;171:105940. doi: 10.1016/j.appet.2022.105940. Epub 2022 Jan 19. PMID: 35063622.,Obesity grade III Cohort,19,43.1,40.1,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,150,18.74,Obesity,Obesity,not_applicable,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,0,55.55,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,15,53.23,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,30,45.89,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,60,40.71,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,90,41.39,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,120,43.3,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,150,39.35,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity middle age before RYGBP Cohort,10,45,46.8,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,180,44.52,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,0,43.3,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,15,45.72,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,30,40.99,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,60,38.54,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,90,33.5,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,120,35.68,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,150,34.32,Obesity,Obesity,pre_surgery,NA,none,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity  middle aged before Sleeve Gastrectomy Cohort,8,44,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,180,36.36,Obesity,Obesity,pre_surgery,NA,none,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,0,168.31,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,15,134.9,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,30,100.86,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,60,80.3,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,90,89.94,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,120,106.64,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at  Week 13 Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,150,112.42,Obesity,caloric_restriction_post,post_surgery,12w,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,0,167.67,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,15,142.61,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,30,117.56,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,60,91.22,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,90,100.86,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,120,118.84,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
DeBenedictis 2020,"DeBenedictis JN, Nymo S, Ollestad KH, Boyesen GA, Rehfeld JF, Holst JJ, Truby H, Kulseng B, Martins C. Changes in the Homeostatic Appetite System After Weight Loss Reflect a Normalization Toward a Lower Body Weight. J Clin Endocrinol Metab. 2020 Jul 1;105(7):e2538–46. doi: 10.1210/clinem/dgaa202. PMID: 32301981; PMCID: PMC7250208.",Overweight After Weight loss by Caloric Restriction at 1-year Cohort,34,28.2,45,Solid Mixed Meal Test,600 Kcal,ghrelin_acyl,pmol/L,150,141.33,Obesity,caloric_restriction_post,post_surgery,1y,caloric_restriction,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,8,39.6,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,0,32.7,SG,SG,post_surgery,6w,SG,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,8,39.6,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,15,33,SG,SG,post_surgery,6w,SG,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,8,39.6,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,30,28.14,SG,SG,post_surgery,6w,SG,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,8,39.6,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,60,29.34,SG,SG,post_surgery,6w,SG,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,8,39.6,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,90,29.16,SG,SG,post_surgery,6w,SG,unknown
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,8,39.6,41.4,Liquid Mixed Meal Test,500 Kcal,ghrelin_acyl,pmol/L,120,30.9,SG,SG,post_surgery,6w,SG,unknown
