t,mean_diff,lo,hi,hormone_name,cohort,method
25.2,6.852911273254193,1.2807955057419562,12.42502704076643,GIP_active,Obesity_T2DM,sup-t bootstrap
28.8,8.906115962469435,2.898020757190511,14.914211167748359,GIP_active,Obesity_T2DM,sup-t bootstrap
32.4,9.261111422802323,3.291891908419605,15.230330937185041,GIP_active,Obesity_T2DM,sup-t bootstrap
36,8.767002268694085,3.0354378391840706,14.498566698204101,GIP_active,Obesity_T2DM,sup-t bootstrap
39.6,8.272893114585813,2.6572864466476984,13.888499782523926,GIP_active,Obesity_T2DM,sup-t bootstrap
43.2,7.77878396047754,2.1499116107980063,13.407656310157073,GIP_active,Obesity_T2DM,sup-t bootstrap
46.800000000000004,7.28467480636936,1.5142044746189258,13.055145138119794,GIP_active,Obesity_T2DM,sup-t bootstrap
50.4,6.790565652261101,0.7591968183340532,12.821934486188148,GIP_active,Obesity_T2DM,sup-t bootstrap
54,6.29645649815285,-0.10053110639588958,12.693444102701589,GIP_active,Obesity_T2DM,sup-t bootstrap
57.6,5.802347344044641,-1.0482328543957307,12.652927542485013,GIP_active,Obesity_T2DM,sup-t bootstrap
61.2,5.215857630440489,-1.8069542370714107,12.238669497952388,GIP_active,Obesity_T2DM,sup-t bootstrap
64.8,4.444606797844514,-2.116058277632556,11.005271873321584,GIP_active,Obesity_T2DM,sup-t bootstrap
68.4,3.673355965248561,-2.5141595625365527,9.860871493033674,GIP_active,Obesity_T2DM,sup-t bootstrap
72,2.9021051326525864,-3.018110492513288,8.82232075781846,GIP_active,Obesity_T2DM,sup-t bootstrap
75.60000000000001,2.1308543000565763,-3.6426316623592747,7.904340262472427,GIP_active,Obesity_T2DM,sup-t bootstrap
79.2,1.3596034674605662,-4.3969501660815,7.116157101002632,GIP_active,Obesity_T2DM,sup-t bootstrap
82.8,0.58835263486462,-5.282189229508614,6.458894499237854,GIP_active,Obesity_T2DM,sup-t bootstrap
86.4,-0.1828981977313333,-6.291023629870864,5.925227234408197,GIP_active,Obesity_T2DM,sup-t bootstrap
90,-0.9541490303273363,-7.409821983321426,5.501523922666753,GIP_active,Obesity_T2DM,sup-t bootstrap
93.60000000000001,-2.065790535578145,-8.06365156378109,3.9320704926248,GIP_active,Obesity_T2DM,sup-t bootstrap
97.2,-3.1774320408289896,-8.771622807827464,2.416758726169485,GIP_active,Obesity_T2DM,sup-t bootstrap
100.8,-4.289073546079777,-9.54622235012037,0.9680752579608152,GIP_active,Obesity_T2DM,sup-t bootstrap
104.4,-5.40071505133065,-10.400941700633568,-0.4004884020277313,GIP_active,Obesity_T2DM,sup-t bootstrap
108,-6.512356556581437,-11.348566780226797,-1.6761463329360788,GIP_active,Obesity_T2DM,sup-t bootstrap
111.60000000000001,-7.623998061832303,-12.398681495998773,-2.8493146276658328,GIP_active,Obesity_T2DM,sup-t bootstrap
115.2,-8.735639567083105,-13.555212603362854,-3.916066530803355,GIP_active,Obesity_T2DM,sup-t bootstrap
118.8,-9.8472810723339,-14.815276281055926,-4.879285863611873,GIP_active,Obesity_T2DM,sup-t bootstrap
122.4,-9.982307430674133,-14.771507343053234,-5.193107518295033,GIP_active,Obesity_T2DM,sup-t bootstrap
126,-9.629026215559062,-14.086007682118506,-5.172044748999618,GIP_active,Obesity_T2DM,sup-t bootstrap
129.6,-9.275745000443955,-13.462321363549794,-5.089168637338115,GIP_active,Obesity_T2DM,sup-t bootstrap
133.20000000000002,-8.922463785328862,-12.913033839007731,-4.931893731649993,GIP_active,Obesity_T2DM,sup-t bootstrap
136.8,-8.56918257021379,-12.449436031118195,-4.688929109309386,GIP_active,Obesity_T2DM,sup-t bootstrap
140.4,-8.215901355098701,-12.078876160445287,-4.352926549752117,GIP_active,Obesity_T2DM,sup-t bootstrap
144,-7.862620139983623,-11.802578468565821,-3.9226618114014236,GIP_active,Obesity_T2DM,sup-t bootstrap
147.6,-7.509338924868501,-11.615244278566504,-3.403433571170499,GIP_active,Obesity_T2DM,sup-t bootstrap
151.20000000000002,-7.266459383993272,-11.418097371049345,-3.1148213969371987,GIP_active,Obesity_T2DM,sup-t bootstrap
154.8,-7.244383191597674,-11.096073043850529,-3.392693339344818,GIP_active,Obesity_T2DM,sup-t bootstrap
158.4,-7.222306999202065,-10.824593250771864,-3.620020747632266,GIP_active,Obesity_T2DM,sup-t bootstrap
162,-7.200230806806449,-10.614751642366029,-3.785709971246869,GIP_active,Obesity_T2DM,sup-t bootstrap
165.6,-7.178154614410836,-10.477089838481282,-3.8792193903403898,GIP_active,Obesity_T2DM,sup-t bootstrap
169.20000000000002,-7.156078422015224,-10.419286884046954,-3.892869959983493,GIP_active,Obesity_T2DM,sup-t bootstrap
172.8,-7.134002229619622,-10.44392973617604,-3.824074723063204,GIP_active,Obesity_T2DM,sup-t bootstrap
176.4,-7.111926037224006,-10.547656746776578,-3.6761953276714325,GIP_active,Obesity_T2DM,sup-t bootstrap
180,-7.089849844828425,-10.722260297459984,-3.457439392196866,GIP_active,Obesity_T2DM,sup-t bootstrap
0,1.10802527715272,-0.8564356788420955,3.0724862331475356,GLP1_total,Obesity,sup-t bootstrap
3.6,1.0708657589967423,-0.8886183847736295,3.030349902767114,GLP1_total,Obesity,sup-t bootstrap
7.2,1.0337062408407949,-0.959498292659702,3.0269107743412915,GLP1_total,Obesity,sup-t bootstrap
10.8,0.9965467226848386,-1.067179386968851,3.060272832338528,GLP1_total,Obesity,sup-t bootstrap
14.4,0.959387204528868,-1.2080724928094169,3.126846901867153,GLP1_total,Obesity,sup-t bootstrap
18,1.1823963698938265,-1.0516775850478655,3.4164703248355184,GLP1_total,Obesity,sup-t bootstrap
21.6,1.457439271963004,-0.8810937474632916,3.7959722913892997,GLP1_total,Obesity,sup-t bootstrap
25.2,1.7324821740321603,-0.7572649507057108,4.222229298770031,GLP1_total,Obesity,sup-t bootstrap
28.8,2.0075250761013343,-0.6722880932686928,4.687338245471361,GLP1_total,Obesity,sup-t bootstrap
32.4,2.00431018847641,-0.7149383343799789,4.723558711332799,GLP1_total,Obesity,sup-t bootstrap
36,1.861966406004445,-0.8235772551038245,4.547510067112714,GLP1_total,Obesity,sup-t bootstrap
39.6,1.7196226235325192,-0.9484566248589141,4.3877018719239524,GLP1_total,Obesity,sup-t bootstrap
43.2,1.5772788410605472,-1.0898954856363967,4.2444531677574915,GLP1_total,Obesity,sup-t bootstrap
46.800000000000004,1.4349350585885858,-1.2479105939978008,4.117780711174973,GLP1_total,Obesity,sup-t bootstrap
50.4,1.2925912761166316,-1.4222149039868621,4.007397456220126,GLP1_total,Obesity,sup-t bootstrap
54,1.150247493644688,-1.612243101591905,3.912738088881281,GLP1_total,Obesity,sup-t bootstrap
57.6,1.007903711172748,-1.8171990967493294,3.8330065190948255,GLP1_total,Obesity,sup-t bootstrap
61.2,0.9528495632797025,-1.8992210330167785,3.8049201595761835,GLP1_total,Obesity,sup-t bootstrap
64.8,1.0723746845445028,-1.7230681551316156,3.867817524220621,GLP1_total,Obesity,sup-t bootstrap
68.4,1.1918998058092427,-1.564413215741903,3.9482128273603885,GLP1_total,Obesity,sup-t bootstrap
72,1.3114249270740252,-1.4240072316326553,4.046857085780706,GLP1_total,Obesity,sup-t bootstrap
75.60000000000001,1.4309500483388078,-1.3022684823022015,4.164168578979817,GLP1_total,Obesity,sup-t bootstrap
79.2,1.5504751696035477,-1.19924205164493,4.300192390852025,GLP1_total,Obesity,sup-t bootstrap
82.8,1.6700002908683196,-1.1145953488359233,4.454595930572562,GLP1_total,Obesity,sup-t bootstrap
86.4,1.7895254121331092,-1.0476506091471505,4.626701433413369,GLP1_total,Obesity,sup-t bootstrap
90,1.9090505333978847,-0.9974472722152354,4.815548339011005,GLP1_total,Obesity,sup-t bootstrap
93.60000000000001,1.8538551690665912,-0.9950748589317291,4.7027851970649115,GLP1_total,Obesity,sup-t bootstrap
97.2,1.7986598047352764,-1.0079899200607478,4.605309529531301,GLP1_total,Obesity,sup-t bootstrap
100.8,1.7434644404039794,-1.036889963954422,4.523818844762381,GLP1_total,Obesity,sup-t bootstrap
104.4,1.6882690760727073,-1.0822301772827658,4.45876832942818,GLP1_total,Obesity,sup-t bootstrap
108,1.633073711741357,-1.144185580208489,4.410333003691203,GLP1_total,Obesity,sup-t bootstrap
111.60000000000001,1.5778783474100635,-1.2226358552803602,4.378392550100488,GLP1_total,Obesity,sup-t bootstrap
115.2,1.5226829830787878,-1.3171758139550231,4.362541780112599,GLP1_total,Obesity,sup-t bootstrap
118.8,1.4674876187474766,-1.4271494461676233,4.362124683662577,GLP1_total,Obesity,sup-t bootstrap
122.4,1.541046956982349,-1.3268316191142455,4.408925533078944,GLP1_total,Obesity,sup-t bootstrap
126,1.6789836465002885,-1.1265522359783668,4.484519528978944,GLP1_total,Obesity,sup-t bootstrap
129.6,1.8169203360182387,-0.9391297679080757,4.572970439944553,GLP1_total,Obesity,sup-t bootstrap
133.20000000000002,1.9548570255361852,-0.7652660028698568,4.674980053942227,GLP1_total,Obesity,sup-t bootstrap
136.8,2.0927937150541247,-0.6055025864689281,4.7910900165771775,GLP1_total,Obesity,sup-t bootstrap
140.4,2.2307304045721104,-0.46018265585862483,4.9216434650028456,GLP1_total,Obesity,sup-t bootstrap
144,2.3686670940900356,-0.3294247860385777,5.066758974218649,GLP1_total,Obesity,sup-t bootstrap
147.6,2.506603783608014,-0.21311366775909502,5.226321234975123,GLP1_total,Obesity,sup-t bootstrap
151.20000000000002,2.601005976616456,-0.13684633415441771,5.33885828738733,GLP1_total,Obesity,sup-t bootstrap
154.8,2.608339176605977,-0.121915035148763,5.338593388360717,GLP1_total,Obesity,sup-t bootstrap
158.4,2.6156723765954837,-0.11429572476282601,5.345640477953793,GLP1_total,Obesity,sup-t bootstrap
162,2.6230055765850153,-0.11399069606161927,5.36000184923165,GLP1_total,Obesity,sup-t bootstrap
165.6,2.6303387765744866,-0.1209438964614189,5.3816214496103925,GLP1_total,Obesity,sup-t bootstrap
169.20000000000002,2.637671976564043,-0.13504313426720937,5.4103870873952955,GLP1_total,Obesity,sup-t bootstrap
172.8,2.64500517655355,-0.1561243836657975,5.446134736772898,GLP1_total,Obesity,sup-t bootstrap
176.4,2.652338376543028,-0.18397781331585294,5.488654566401909,GLP1_total,Obesity,sup-t bootstrap
180,2.659671576532574,-0.2183550447819136,5.537698197847062,GLP1_total,Obesity,sup-t bootstrap
0,-2.8285275915447965,-4.8256299908113744,-0.8314251922782183,GLP1_total,Obesity_T2DM,sup-t bootstrap
3.6,-2.7788678228459194,-4.7231155197494195,-0.8346201259424195,GLP1_total,Obesity_T2DM,sup-t bootstrap
7.2,-2.7292080541470227,-4.657106251683451,-0.8013098566105945,GLP1_total,Obesity_T2DM,sup-t bootstrap
10.8,-2.679548285448126,-4.628521105321532,-0.7305754655747199,GLP1_total,Obesity_T2DM,sup-t bootstrap
14.4,-2.6298885167492543,-4.636181088768057,-0.6235959447304515,GLP1_total,Obesity_T2DM,sup-t bootstrap
18,-2.649543805394245,-4.733820492122014,-0.5652671186664762,GLP1_total,Obesity_T2DM,sup-t bootstrap
21.6,-2.6830621055080357,-4.910310314104932,-0.45581389691113916,GLP1_total,Obesity_T2DM,sup-t bootstrap
25.2,-2.716580405621798,-5.14554017932902,-0.28762063191457576,GLP1_total,Obesity_T2DM,sup-t bootstrap
28.8,-2.750098705735578,-5.426260566611358,-0.0739368448597979,GLP1_total,Obesity_T2DM,sup-t bootstrap
32.4,-2.782718694737767,-5.532754300038508,-0.032683089437024915,GLP1_total,Obesity_T2DM,sup-t bootstrap
36,-2.8148895281841604,-5.555234255750889,-0.07454480061743096,GLP1_total,Obesity_T2DM,sup-t bootstrap
39.6,-2.8470603616305397,-5.596098497920201,-0.09802222534087823,GLP1_total,Obesity_T2DM,sup-t bootstrap
43.2,-2.879231195076944,-5.655174309954912,-0.10328808019897506,GLP1_total,Obesity_T2DM,sup-t bootstrap
46.800000000000004,-2.911402028523348,-5.731940582185246,-0.0908634748614503,GLP1_total,Obesity_T2DM,sup-t bootstrap
50.4,-2.943572861969752,-5.825576217578337,-0.06156950636116676,GLP1_total,Obesity_T2DM,sup-t bootstrap
54,-2.9757436954161243,-5.935030265550285,-0.016457125281963858,GLP1_total,Obesity_T2DM,sup-t bootstrap
57.6,-3.0079145288625035,-6.059100973510694,0.04327191578568712,GLP1_total,Obesity_T2DM,sup-t bootstrap
61.2,-3.0687267833116003,-6.158848696625483,0.021395130002283214,GLP1_total,Obesity_T2DM,sup-t bootstrap
64.8,-3.186821879766084,-6.198872576230423,-0.17477118330174468,GLP1_total,Obesity_T2DM,sup-t bootstrap
68.4,-3.3049169762205928,-6.257005785900384,-0.3528281665408013,GLP1_total,Obesity_T2DM,sup-t bootstrap
72,-3.423012072675073,-6.334367472766011,-0.5116566725841354,GLP1_total,Obesity_T2DM,sup-t bootstrap
75.60000000000001,-3.5411071691295604,-6.4317706179380405,-0.6504437203210807,GLP1_total,Obesity_T2DM,sup-t bootstrap
79.2,-3.65920226558406,-6.549645668619787,-0.7687588625483333,GLP1_total,Obesity_T2DM,sup-t bootstrap
82.8,-3.7772973620385635,-6.687997267776837,-0.8665974563002896,GLP1_total,Obesity_T2DM,sup-t bootstrap
86.4,-3.895392458493042,-6.846403776603076,-0.9443811403830078,GLP1_total,Obesity_T2DM,sup-t bootstrap
90,-4.013487554947515,-7.02405970010513,-1.0029154097899005,GLP1_total,Obesity_T2DM,sup-t bootstrap
93.60000000000001,-4.180354149461214,-7.110906297427697,-1.2498020014947318,GLP1_total,Obesity_T2DM,sup-t bootstrap
97.2,-4.347220743974912,-7.2115300118685575,-1.482911476081266,GLP1_total,Obesity_T2DM,sup-t bootstrap
100.8,-4.5140873384886095,-7.326904380489433,-1.7012702964877864,GLP1_total,Obesity_T2DM,sup-t bootstrap
104.4,-4.680953933002289,-7.4578500925368,-1.9040577734677786,GLP1_total,Obesity_T2DM,sup-t bootstrap
108,-4.847820527515998,-7.6049758168211055,-2.0906652382108897,GLP1_total,Obesity_T2DM,sup-t bootstrap
111.60000000000001,-5.014687122029674,-7.768629521080017,-2.26074472297933,GLP1_total,Obesity_T2DM,sup-t bootstrap
115.2,-5.181553716543371,-7.948868773538071,-2.414238659548672,GLP1_total,Obesity_T2DM,sup-t bootstrap
118.8,-5.348420311057062,-8.145455697227636,-2.5513849248864875,GLP1_total,Obesity_T2DM,sup-t bootstrap
122.4,-5.410986055092261,-8.173686762480283,-2.6482853477042383,GLP1_total,Obesity_T2DM,sup-t bootstrap
126,-5.421401373888203,-8.121508596267798,-2.7212941515086086,GLP1_total,Obesity_T2DM,sup-t bootstrap
129.6,-5.431816692684148,-8.08092320803041,-2.7827101773378873,GLP1_total,Obesity_T2DM,sup-t bootstrap
133.20000000000002,-5.4422320114800975,-8.052610173837612,-2.8318538491225826,GLP1_total,Obesity_T2DM,sup-t bootstrap
136.8,-5.452647330276042,-8.037121256423367,-2.868173404128717,GLP1_total,Obesity_T2DM,sup-t bootstrap
140.4,-5.463062649071979,-8.0348439972657,-2.8912813008782594,GLP1_total,Obesity_T2DM,sup-t bootstrap
144,-5.473477967867929,-8.045973960956793,-2.9009819747790644,GLP1_total,Obesity_T2DM,sup-t bootstrap
147.6,-5.483893286663852,-8.070500034810703,-2.8972865385170015,GLP1_total,Obesity_T2DM,sup-t bootstrap
151.20000000000002,-5.534034470511463,-8.125984259584504,-2.9420846814384216,GLP1_total,Obesity_T2DM,sup-t bootstrap
154.8,-5.663627384462373,-8.226378345952137,-3.10087642297261,GLP1_total,Obesity_T2DM,sup-t bootstrap
158.4,-5.793220298413301,-8.334500611728389,-3.2519399850982125,GLP1_total,Obesity_T2DM,sup-t bootstrap
162,-5.922813212364185,-8.450547994684937,-3.395078430043432,GLP1_total,Obesity_T2DM,sup-t bootstrap
165.6,-6.0524061263151,-8.574648181977224,-3.530164070652977,GLP1_total,Obesity_T2DM,sup-t bootstrap
169.20000000000002,-6.181999040266003,-8.70685372987339,-3.6571443506586165,GLP1_total,Obesity_T2DM,sup-t bootstrap
172.8,-6.311591954216899,-8.847139583152185,-3.7760443252816134,GLP1_total,Obesity_T2DM,sup-t bootstrap
176.4,-6.44118486816782,-8.995404262082811,-3.8869654742528295,GLP1_total,Obesity_T2DM,sup-t bootstrap
180,-6.570777782118718,-9.151474588136193,-3.9900809761012423,GLP1_total,Obesity_T2DM,sup-t bootstrap
0,-9.576255652704297,-11.154921311913546,-7.9975899934950485,GLP1_total,T2DM,sup-t bootstrap
3.6,-9.779283571643127,-11.3508830484924,-8.207684094793853,GLP1_total,T2DM,sup-t bootstrap
7.2,-9.98231149058194,-11.579524189461193,-8.385098791702688,GLP1_total,T2DM,sup-t bootstrap
10.8,-10.185339409520758,-11.83932723687961,-8.531351582161905,GLP1_total,T2DM,sup-t bootstrap
14.4,-10.388367328459589,-12.127242510410051,-8.649492146509127,GLP1_total,T2DM,sup-t bootstrap
18,-10.775571617979876,-12.563347025725614,-8.987796210234139,GLP1_total,T2DM,sup-t bootstrap
21.6,-11.199611181616458,-13.0728725389835,-9.326349824249416,GLP1_total,T2DM,sup-t bootstrap
25.2,-11.62365074525304,-13.627082287052872,-9.620219203453207,GLP1_total,T2DM,sup-t bootstrap
28.8,-12.047690308889619,-14.217950753527987,-9.877429864251251,GLP1_total,T2DM,sup-t bootstrap
32.4,-12.232794870578187,-14.437973051665637,-10.027616689490738,GLP1_total,T2DM,sup-t bootstrap
36,-12.298431931292761,-14.47505049116049,-10.121813371425032,GLP1_total,T2DM,sup-t bootstrap
39.6,-12.364068992007311,-14.527813601189035,-10.200324382825588,GLP1_total,T2DM,sup-t bootstrap
43.2,-12.429706052721885,-14.596541982401636,-10.262870123042134,GLP1_total,T2DM,sup-t bootstrap
46.800000000000004,-12.495343113436459,-14.681167898803539,-10.309518328069379,GLP1_total,T2DM,sup-t bootstrap
50.4,-12.56098017415103,-14.781283503042104,-10.340676845259956,GLP1_total,T2DM,sup-t bootstrap
54,-12.626617234865574,-14.896182961173213,-10.357051508557934,GLP1_total,T2DM,sup-t bootstrap
57.6,-12.692254295580135,-15.024929826716356,-10.359578764443913,GLP1_total,T2DM,sup-t bootstrap
61.2,-12.694415159277948,-15.05374992120041,-10.335080397355487,GLP1_total,T2DM,sup-t bootstrap
64.8,-12.56962362894223,-14.871012126563045,-10.268235131321415,GLP1_total,T2DM,sup-t bootstrap
68.4,-12.444832098606526,-14.703776045633726,-10.185888151579325,GLP1_total,T2DM,sup-t bootstrap
72,-12.320040568270809,-14.552925862078796,-10.087155274462821,GLP1_total,T2DM,sup-t bootstrap
75.60000000000001,-12.195249037935096,-14.419037686944012,-9.971460388926179,GLP1_total,T2DM,sup-t bootstrap
79.2,-12.070457507599393,-14.302318931676073,-9.838596083522713,GLP1_total,T2DM,sup-t bootstrap
82.8,-11.945665977263705,-14.202585363898068,-9.688746590629341,GLP1_total,T2DM,sup-t bootstrap
86.4,-11.820874446927963,-14.119281517034173,-9.522467376821753,GLP1_total,T2DM,sup-t bootstrap
90,-11.696082916592253,-14.05153939946901,-9.340626433715496,GLP1_total,T2DM,sup-t bootstrap
93.60000000000001,-11.838412628063029,-14.126868009259951,-9.549957246866107,GLP1_total,T2DM,sup-t bootstrap
97.2,-11.980742339533805,-14.216021123208774,-9.745463555858835,GLP1_total,T2DM,sup-t bootstrap
100.8,-12.123072051004579,-14.32000283502602,-9.926141266983137,GLP1_total,T2DM,sup-t bootstrap
104.4,-12.265401762475342,-14.439597917110433,-10.091205607840251,GLP1_total,T2DM,sup-t bootstrap
108,-12.407731473946118,-14.575297710049242,-10.240165237842994,GLP1_total,T2DM,sup-t bootstrap
111.60000000000001,-12.550061185416888,-14.72724934379316,-10.372873027040617,GLP1_total,T2DM,sup-t bootstrap
115.2,-12.692390896887664,-14.895239867214217,-10.489541926561111,GLP1_total,T2DM,sup-t bootstrap
118.8,-12.834720608358435,-15.078719118870188,-10.590722097846681,GLP1_total,T2DM,sup-t bootstrap
122.4,-12.775454415296206,-15.001848773150249,-10.549060057442164,GLP1_total,T2DM,sup-t bootstrap
126,-12.615390269967461,-14.798427902336588,-10.432352637598335,GLP1_total,T2DM,sup-t bootstrap
129.6,-12.455326124638724,-14.60584782877111,-10.304804420506338,GLP1_total,T2DM,sup-t bootstrap
133.20000000000002,-12.295261979309991,-14.424605240388006,-10.165918718231977,GLP1_total,T2DM,sup-t bootstrap
136.8,-12.13519783398126,-14.255039968434065,-10.015355699528456,GLP1_total,T2DM,sup-t bootstrap
140.4,-11.975133688652516,-14.097308859191868,-9.852958518113164,GLP1_total,T2DM,sup-t bootstrap
144,-11.815069543323784,-13.951373141096163,-9.678765945551405,GLP1_total,T2DM,sup-t bootstrap
147.6,-11.655005397995033,-13.81700158143429,-9.493009214555777,GLP1_total,T2DM,sup-t bootstrap
151.20000000000002,-11.513065371040707,-13.688513313817541,-9.337617428263872,GLP1_total,T2DM,sup-t bootstrap
