t,mean_diff,lo,hi,hormone_name,cohort,method
165.6,-6.866655174617982,-12.20801654039513,-1.5252938088408339,GIP_total,Obesity,sup-t bootstrap
169.20000000000002,-7.276938596061157,-12.56433533453065,-1.9895418575916652,GIP_total,Obesity,sup-t bootstrap
172.8,-7.687222017504432,-12.95247588238771,-2.4219681526211554,GIP_total,Obesity,sup-t bootstrap
176.4,-8.097505438947685,-13.3728389084914,-2.8221719694039704,GIP_total,Obesity,sup-t bootstrap
180,-8.507788860390988,-13.825241176081022,-3.190336544700954,GIP_total,Obesity,sup-t bootstrap
0,3.5551454134420712,0.6326846231616754,6.477606203722467,GIP_total,Obesity_T2DM,sup-t bootstrap
3.6,4.062608731252208,0.7133739089046118,7.411843553599804,GIP_total,Obesity_T2DM,sup-t bootstrap
7.2,4.570072049062375,0.4908878546342539,8.649256243490496,GIP_total,Obesity_T2DM,sup-t bootstrap
10.8,5.077535366872535,0.09678377085153844,10.058286962893533,GIP_total,Obesity_T2DM,sup-t bootstrap
14.4,5.584998684682631,-0.39177320345281696,11.56177057281808,GIP_total,Obesity_T2DM,sup-t bootstrap
18,8.710086343577643,2.5208705378950773,14.899302149260208,GIP_total,Obesity_T2DM,sup-t bootstrap
21.6,12.358698870689679,5.848780765142474,18.868616976236883,GIP_total,Obesity_T2DM,sup-t bootstrap
25.2,16.007311397801622,8.919168242870114,23.09545455273313,GIP_total,Obesity_T2DM,sup-t bootstrap
28.8,19.655923924913665,11.788611091364684,27.523236758462645,GIP_total,Obesity_T2DM,sup-t bootstrap
32.4,20.800920967584844,12.750479794162212,28.851362141007478,GIP_total,Obesity_T2DM,sup-t bootstrap
36,20.69411026803546,12.723393058438646,28.664827477632272,GIP_total,Obesity_T2DM,sup-t bootstrap
39.6,20.587299568486166,12.588356206863647,28.586242930108686,GIP_total,Obesity_T2DM,sup-t bootstrap
43.2,20.48048886893679,12.346492969750175,28.614484768123404,GIP_total,Obesity_T2DM,sup-t bootstrap
46.800000000000004,20.373678169387524,12.002972345385444,28.744383993389604,GIP_total,Obesity_T2DM,sup-t bootstrap
50.4,20.266867469838182,11.566087331572552,28.96764760810381,GIP_total,Obesity_T2DM,sup-t bootstrap
54,20.160056770288932,11.045976105989835,29.274137434588027,GIP_total,Obesity_T2DM,sup-t bootstrap
57.6,20.053246070739583,10.453382008435305,29.65311013304386,GIP_total,Obesity_T2DM,sup-t bootstrap
61.2,19.310831069777635,9.448437946785045,29.173224192770224,GIP_total,Obesity_T2DM,sup-t bootstrap
64.8,17.297207465990482,7.6900566868382665,26.904358245142696,GIP_total,Obesity_T2DM,sup-t bootstrap
68.4,15.283583862203358,5.877509687494822,24.689658036911894,GIP_total,Obesity_T2DM,sup-t bootstrap
72,13.269960258416248,4.007268750398007,22.53265176643449,GIP_total,Obesity_T2DM,sup-t bootstrap
75.60000000000001,11.256336654629067,2.0766300214545605,20.43604328780357,GIP_total,Obesity_T2DM,sup-t bootstrap
79.2,9.242713050841985,0.08395161299333154,18.40147448869064,GIP_total,Obesity_T2DM,sup-t bootstrap
82.8,7.22908944705479,-1.9711902000830541,16.429369094192634,GIP_total,Obesity_T2DM,sup-t bootstrap
86.4,5.2154658432676655,-4.087959192787348,14.51889087932268,GIP_total,Obesity_T2DM,sup-t bootstrap
90,3.2018422394805413,-6.2643410739405265,12.668025552901609,GIP_total,Obesity_T2DM,sup-t bootstrap
93.60000000000001,1.8624711712567716,-7.1926346474414675,10.91757698995501,GIP_total,Obesity_T2DM,sup-t bootstrap
97.2,0.523100103033002,-8.155340619030907,9.201540825096911,GIP_total,Obesity_T2DM,sup-t bootstrap
100.8,-0.8162709651906752,-9.157122388094422,7.524580457713071,GIP_total,Obesity_T2DM,sup-t bootstrap
104.4,-2.1556420334144235,-10.202899247245558,5.891615180416711,GIP_total,Obesity_T2DM,sup-t bootstrap
108,-3.4950131016381576,-11.297639068976519,4.307612865700205,GIP_total,Obesity_T2DM,sup-t bootstrap
111.60000000000001,-4.834384169861899,-12.44606416975889,2.777295830035092,GIP_total,Obesity_T2DM,sup-t bootstrap
115.2,-6.17375523808564,-13.652287846124786,1.3047773699535066,GIP_total,Obesity_T2DM,sup-t bootstrap
118.8,-7.513126306309374,-14.919427990159496,-0.10682462245925173,GIP_total,Obesity_T2DM,sup-t bootstrap
122.4,-7.91810735309889,-15.161428623448609,-0.6747860827491703,GIP_total,Obesity_T2DM,sup-t bootstrap
126,-7.855893389171165,-14.901569850664364,-0.8102169276779652,GIP_total,Obesity_T2DM,sup-t bootstrap
129.6,-7.793679425243425,-14.682413825647672,-0.9049450248391802,GIP_total,Obesity_T2DM,sup-t bootstrap
133.20000000000002,-7.731465461315686,-14.506789626499323,-0.9561412961320492,GIP_total,Obesity_T2DM,sup-t bootstrap
136.8,-7.669251497387968,-14.376905670947059,-0.9615973238288777,GIP_total,Obesity_T2DM,sup-t bootstrap
140.4,-7.607037533460257,-14.294150703247563,-0.9199243636729522,GIP_total,Obesity_T2DM,sup-t bootstrap
144,-7.544823569532561,-14.258957292043277,-0.8306898470218433,GIP_total,Obesity_T2DM,sup-t bootstrap
147.6,-7.48260960560485,-14.270757497828725,-0.6944617133809743,GIP_total,Obesity_T2DM,sup-t bootstrap
151.20000000000002,-7.494753298518091,-14.261616022244997,-0.7278905747911866,GIP_total,Obesity_T2DM,sup-t bootstrap
154.8,-7.655612305113323,-14.15437518197562,-1.156849428251026,GIP_total,Obesity_T2DM,sup-t bootstrap
158.4,-7.816471311708547,-14.080031775405372,-1.552910848011722,GIP_total,Obesity_T2DM,sup-t bootstrap
162,-7.977330318303785,-14.042414273194415,-1.9122463634131552,GIP_total,Obesity_T2DM,sup-t bootstrap
165.6,-8.138189324899024,-14.045225808800321,-2.2311528409977264,GIP_total,Obesity_T2DM,sup-t bootstrap
169.20000000000002,-8.299048331494198,-14.091776497841515,-2.5063201651468825,GIP_total,Obesity_T2DM,sup-t bootstrap
172.8,-8.459907338089451,-14.184686996821274,-2.7351276793576274,GIP_total,Obesity_T2DM,sup-t bootstrap
176.4,-8.62076634468471,-14.32561407426077,-2.9159186151086525,GIP_total,Obesity_T2DM,sup-t bootstrap
180,-8.781625351279928,-14.51505853211077,-3.048192170449086,GIP_total,Obesity_T2DM,sup-t bootstrap
0,8.714118714748802,4.428130622729311,13.000106806768292,GIP_total,T2DM,sup-t bootstrap
3.6,9.004890911475329,4.094967799708633,13.914814023242023,GIP_total,T2DM,sup-t bootstrap
7.2,9.295663108201875,3.6140170359865715,14.97730918041718,GIP_total,T2DM,sup-t bootstrap
10.8,9.586435304928447,3.0373158752410374,16.135554734615855,GIP_total,T2DM,sup-t bootstrap
14.4,9.877207501654958,2.398107648956807,17.35630735435311,GIP_total,T2DM,sup-t bootstrap
18,11.518601817669307,3.9720046220519896,19.065199013286623,GIP_total,T2DM,sup-t bootstrap
21.6,13.430120557541223,5.7856427044092635,21.074598410673183,GIP_total,T2DM,sup-t bootstrap
25.2,15.34163929741323,7.380746725982008,23.302531868844454,GIP_total,T2DM,sup-t bootstrap
28.8,17.253158037285175,8.781768783247164,25.724547291323184,GIP_total,T2DM,sup-t bootstrap
32.4,17.4602380395485,8.835571772362725,26.084904306734273,GIP_total,T2DM,sup-t bootstrap
36,16.815098673007427,8.231591845481331,25.39860550053352,GIP_total,T2DM,sup-t bootstrap
39.6,16.16995930646643,7.57838693594719,24.761531676985673,GIP_total,T2DM,sup-t bootstrap
43.2,15.52481993992535,6.876094759913027,24.173545119937675,GIP_total,T2DM,sup-t bootstrap
46.800000000000004,14.879680573384398,6.125676701857049,23.633684444911747,GIP_total,T2DM,sup-t bootstrap
50.4,14.234541206843296,5.328839357585126,23.14024305610147,GIP_total,T2DM,sup-t bootstrap
54,13.589401840302315,4.48790349250968,22.69090018809495,GIP_total,T2DM,sup-t bootstrap
57.6,12.944262473761292,3.605642445957857,22.28288250156473,GIP_total,T2DM,sup-t bootstrap
61.2,12.02716482652616,2.5938117627828436,21.46051789026948,GIP_total,T2DM,sup-t bootstrap
64.8,10.566150617902636,1.3561501062207082,19.776151129584562,GIP_total,T2DM,sup-t bootstrap
68.4,9.105136409279368,0.06930721550180508,18.14096560305693,GIP_total,T2DM,sup-t bootstrap
72,7.644122200655957,-1.269600333002968,16.557844734314884,GIP_total,T2DM,sup-t bootstrap
75.60000000000001,6.183107992032603,-2.662728881264922,15.028944865330129,GIP_total,T2DM,sup-t bootstrap
79.2,4.722093783409207,-4.111328597803894,13.555516164622308,GIP_total,T2DM,sup-t bootstrap
82.8,3.261079574785768,-5.615632222655766,12.137791372227301,GIP_total,T2DM,sup-t bootstrap
86.4,1.8000653661624426,-7.174833747407266,10.774964479732152,GIP_total,T2DM,sup-t bootstrap
90,0.3390511575390889,-8.787161433490436,9.465263748568614,GIP_total,T2DM,sup-t bootstrap
93.60000000000001,0.4401243864084563,-8.328195732568775,9.208444505385687,GIP_total,T2DM,sup-t bootstrap
97.2,0.5411976152778664,-7.9094793005282025,8.991874531083935,GIP_total,T2DM,sup-t bootstrap
100.8,0.6422708441472054,-7.5357034854833636,8.820245173777774,GIP_total,T2DM,sup-t bootstrap
104.4,0.7433440730166581,-7.211491507379545,8.698179653412861,GIP_total,T2DM,sup-t bootstrap
108,0.8444173018860681,-6.9411061397625575,8.629940743534693,GIP_total,T2DM,sup-t bootstrap
111.60000000000001,0.9454905307555137,-6.728111138869069,8.619092200380097,GIP_total,T2DM,sup-t bootstrap
115.2,1.0465637596249167,-6.575035224968284,8.668162744218117,GIP_total,T2DM,sup-t bootstrap
118.8,1.1476369884943196,-6.4831035230236,8.77837750001224,GIP_total,T2DM,sup-t bootstrap
122.4,1.3586128711551382,-6.138293835813087,8.855519578123364,GIP_total,T2DM,sup-t bootstrap
126,1.6245400807118102,-5.6691316701149574,8.918211831538578,GIP_total,T2DM,sup-t bootstrap
129.6,1.8904672902684965,-5.228969435110681,9.009904015647674,GIP_total,T2DM,sup-t bootstrap
133.20000000000002,2.156394499825147,-4.81998028989145,9.132769289541745,GIP_total,T2DM,sup-t bootstrap
136.8,2.4223217093817837,-4.444112981821119,9.288756400584687,GIP_total,T2DM,sup-t bootstrap
140.4,2.6882489189384486,-4.102976285143835,9.479474123020733,GIP_total,T2DM,sup-t bootstrap
144,2.954176128495128,-3.797730892385421,9.706083149375676,GIP_total,T2DM,sup-t bootstrap
147.6,3.2201033380517288,-3.5290041071380376,9.969210783241495,GIP_total,T2DM,sup-t bootstrap
151.20000000000002,3.6447297805332894,-3.094201841260351,10.38366140232693,GIP_total,T2DM,sup-t bootstrap
154.8,4.386754688864521,-2.2827028309635953,11.056212208692637,GIP_total,T2DM,sup-t bootstrap
158.4,5.128779597195759,-1.4964601688757826,11.7540193632673,GIP_total,T2DM,sup-t bootstrap
162,5.870804505526969,-0.7359809799146291,12.477589990968568,GIP_total,T2DM,sup-t bootstrap
165.6,6.6128294138581865,-0.0014809120118002284,13.227139739728173,GIP_total,T2DM,sup-t bootstrap
169.20000000000002,7.354854322189496,0.7071282548232318,14.00258038955576,GIP_total,T2DM,sup-t bootstrap
172.8,8.096879230520706,1.390233512269739,14.803524948771674,GIP_total,T2DM,sup-t bootstrap
176.4,8.838904138851895,2.0484987122893985,15.629309565414392,GIP_total,T2DM,sup-t bootstrap
180,9.580929047183133,2.6828286515954387,16.479029442770827,GIP_total,T2DM,sup-t bootstrap
0,-4.059277520198341,-6.168324360202623,-1.9502306801940592,GIP_total,RYGBP,sup-t bootstrap
3.6,1.3862709678653324,-1.4250490563059386,4.197590992036604,GIP_total,RYGBP,sup-t bootstrap
7.2,6.831819455928986,2.83610793834206,10.827530973515913,GIP_total,RYGBP,sup-t bootstrap
10.8,12.27736794399264,6.926232612706062,17.62850327527922,GIP_total,RYGBP,sup-t bootstrap
14.4,17.722916432056316,10.947199740502104,24.498633123610528,GIP_total,RYGBP,sup-t bootstrap
18,17.831546788817057,10.90188093876143,24.761212638872685,GIP_total,RYGBP,sup-t bootstrap
21.6,16.872793519317376,9.838714315537274,23.90687272309748,GIP_total,RYGBP,sup-t bootstrap
25.2,15.914040249817653,8.557391548138149,23.270688951497156,GIP_total,RYGBP,sup-t bootstrap
28.8,14.955286980317908,7.084689898898917,22.8258840617369,GIP_total,RYGBP,sup-t bootstrap
32.4,11.41329198567962,3.6936946709349634,19.132889300424278,GIP_total,RYGBP,sup-t bootstrap
36,6.579676128471853,-0.6424568589331896,13.801809115876896,GIP_total,RYGBP,sup-t bootstrap
39.6,1.7460602712641915,-5.037248385596197,8.52936892812458,GIP_total,RYGBP,sup-t bootstrap
43.2,-3.0875555859435337,-9.502724877648278,3.3276137057612107,GIP_total,RYGBP,sup-t bootstrap
46.800000000000004,-7.921171443151188,-14.051633661348763,-1.7907092249536127,GIP_total,RYGBP,sup-t bootstrap
50.4,-12.754787300358885,-18.695981308029932,-6.813593292687838,GIP_total,RYGBP,sup-t bootstrap
54,-17.588403157566546,-23.445028015396048,-11.731778299737043,GIP_total,RYGBP,sup-t bootstrap
57.6,-22.42201901477423,-28.303292046561516,-16.54074598298694,GIP_total,RYGBP,sup-t bootstrap
61.2,-26.269270116977708,-32.16316375951938,-20.375376474436035,GIP_total,RYGBP,sup-t bootstrap
64.8,-28.143791709172852,-33.8720851712578,-22.415498247087903,GIP_total,RYGBP,sup-t bootstrap
68.4,-30.01831330136784,-35.62354189648367,-24.413084706252004,GIP_total,RYGBP,sup-t bootstrap
72,-31.892834893562885,-37.420375677384385,-26.365294109741384,GIP_total,RYGBP,sup-t bootstrap
75.60000000000001,-33.76735648575795,-39.26451070659648,-28.27020226491942,GIP_total,RYGBP,sup-t bootstrap
79.2,-35.641878077953024,-41.156728922366035,-30.127027233540012,GIP_total,RYGBP,sup-t bootstrap
82.8,-37.51639967014806,-43.09657287912013,-31.936226461175988,GIP_total,RYGBP,sup-t bootstrap
86.4,-39.390921262343085,-45.082402980288215,-33.699439544397954,GIP_total,RYGBP,sup-t bootstrap
90,-41.26544285453815,-47.111593138857245,-35.419292570219056,GIP_total,RYGBP,sup-t bootstrap
93.60000000000001,-41.18473754457081,-46.75259148445355,-35.61688360468806,GIP_total,RYGBP,sup-t bootstrap
97.2,-41.10403223460347,-46.423895968366445,-35.7841685008405,GIP_total,RYGBP,sup-t bootstrap
100.8,-41.02332692463611,-46.1299237460682,-35.91673010320402,GIP_total,RYGBP,sup-t bootstrap
104.4,-40.94262161466874,-45.87518082348005,-36.010062405857425,GIP_total,RYGBP,sup-t bootstrap
108,-40.86191630470137,-45.66393441182192,-36.059898197580814,GIP_total,RYGBP,sup-t bootstrap
111.60000000000001,-40.78121099473401,-45.49979592612108,-36.06262606334694,GIP_total,RYGBP,sup-t bootstrap
115.2,-40.70050568476664,-45.385282937660094,-36.015728431873185,GIP_total,RYGBP,sup-t bootstrap
118.8,-40.61980037479932,-45.32146607587354,-35.9181346737251,GIP_total,RYGBP,sup-t bootstrap
122.4,-40.184793006262566,-44.80893333174145,-35.56065268078368,GIP_total,RYGBP,sup-t bootstrap
126,-39.57263460844102,-44.077282620397746,-35.067986596484296,GIP_total,RYGBP,sup-t bootstrap
129.6,-38.96047621061946,-43.37399072043256,-34.546961700806364,GIP_total,RYGBP,sup-t bootstrap
133.20000000000002,-38.34831781279795,-42.70083933483953,-33.995796290756374,GIP_total,RYGBP,sup-t bootstrap
136.8,-37.7361594149764,-42.05910442111961,-33.413214408833184,GIP_total,RYGBP,sup-t bootstrap
140.4,-37.12400101715488,-41.44943048799837,-32.79857154631139,GIP_total,RYGBP,sup-t bootstrap
144,-36.51184261933335,-40.87176272676002,-32.15192251190668,GIP_total,RYGBP,sup-t bootstrap
147.6,-35.89968422151186,-40.325352897976984,-31.474015545046736,GIP_total,RYGBP,sup-t bootstrap
151.20000000000002,-35.212578278076606,-39.6567968258966,-30.768359730256613,GIP_total,RYGBP,sup-t bootstrap
154.8,-34.37557724341398,-38.71345516703051,-30.037699319797447,GIP_total,RYGBP,sup-t bootstrap
158.4,-33.538576208751394,-37.801222503788146,-29.27592991371464,GIP_total,RYGBP,sup-t bootstrap
162,-32.701575174088816,-36.92176286777729,-28.481387480400347,GIP_total,RYGBP,sup-t bootstrap
165.6,-31.864574139426196,-36.07606758953472,-27.65308068931767,GIP_total,RYGBP,sup-t bootstrap
169.20000000000002,-31.027573104763526,-35.26434453683686,-26.790801672690193,GIP_total,RYGBP,sup-t bootstrap
172.8,-30.19057207010094,-34.48599398557523,-25.895150154626656,GIP_total,RYGBP,sup-t bootstrap
176.4,-29.35357103543835,-33.7396773808453,-24.9674646900314,GIP_total,RYGBP,sup-t bootstrap
180,-28.516570000775765,-33.02346144516177,-24.00967855638976,GIP_total,RYGBP,sup-t bootstrap
0,-3.2062000993820945,-5.503189129965313,-0.9092110687988759,GIP_total,SG,sup-t bootstrap
3.6,1.037712610248473,-1.9002600732801707,3.9756852937771168,GIP_total,SG,sup-t bootstrap
7.2,5.281625319879076,1.3115638763613555,9.251686763396798,GIP_total,SG,sup-t bootstrap
10.8,9.52553802950968,4.361695300005208,14.68938075901415,GIP_total,SG,sup-t bootstrap
14.4,13.769450739140225,7.339572427818076,20.199329050462374,GIP_total,SG,sup-t bootstrap
18,16.149532640057423,9.655055723435622,22.644009556679222,GIP_total,SG,sup-t bootstrap
21.6,18.156848379231953,11.631099246182487,24.68259751228142,GIP_total,SG,sup-t bootstrap
25.2,20.16416411840654,13.379870288556653,26.948457948256426,GIP_total,SG,sup-t bootstrap
28.8,22.171479857581076,14.925656682312233,29.41730303284992,GIP_total,SG,sup-t bootstrap
32.4,20.77612042667701,13.543609531560726,28.008631321793295,GIP_total,SG,sup-t bootstrap
36,17.679423410733477,10.695169931360045,24.66367689010691,GIP_total,SG,sup-t bootstrap
39.6,14.58272639479005,7.766508637188256,21.398944152391845,GIP_total,SG,sup-t bootstrap
43.2,11.486029378846538,4.751617941111711,18.220440816581366,GIP_total,SG,sup-t bootstrap
46.800000000000004,8.389332362903097,1.6473582198880887,15.131306505918106,GIP_total,SG,sup-t bootstrap
50.4,5.292635346959564,-1.545974037719004,12.131244731638132,GIP_total,SG,sup-t bootstrap
54,2.195938331016123,-4.8247016915235905,9.216578353555835,GIP_total,SG,sup-t bootstrap
57.6,-0.9007586849273181,-8.182423286836723,6.380905916982088,GIP_total,SG,sup-t bootstrap
61.2,-3.3257634254612327,-10.794806798163536,4.143279947241071,GIP_total,SG,sup-t bootstrap
64.8,-4.407383615176222,-11.846730900477194,3.0319636701247497,GIP_total,SG,sup-t bootstrap
68.4,-5.489003804891077,-12.973995101832797,1.9959874920506433,GIP_total,SG,sup-t bootstrap
72,-6.570623994605974,-14.175242917026955,1.033994927815007,GIP_total,SG,sup-t bootstrap
75.60000000000001,-7.65224418432085,-15.447068797560396,0.1425804289186967,GIP_total,SG,sup-t bootstrap
79.2,-8.73386437403579,-16.784471810935106,-0.6832569371364734,GIP_total,SG,sup-t bootstrap
82.8,-9.8154845637507009,-18.181439202100336,-1.449529925401066,GIP_total,SG,sup-t bootstrap
86.4,-10.897104753465577,-19.631521819003524,-2.1626876879276278,GIP_total,SG,sup-t bootstrap
90,-11.978724943180495,-21.12830490592028,-2.829144980440711,GIP_total,SG,sup-t bootstrap
93.60000000000001,-13.144817816116614,-21.867218719234625,-4.422416912998603,GIP_total,SG,sup-t bootstrap
97.2,-14.310910689052726,-22.637057180307814,-5.984764197797636,GIP_total,SG,sup-t bootstrap
100.8,-15.477003561988873,-23.44243682904636,-7.511570294931385,GIP_total,SG,sup-t bootstrap
104.4,-16.64309643492497,-24.288389936749056,-8.997802933100887,GIP_total,SG,sup-t bootstrap
108,-17.809189307861054,-25.180204989916174,-10.438173625805934,GIP_total,SG,sup-t bootstrap
111.60000000000001,-18.975282180797187,-26.123163370363244,-11.827400991231132,GIP_total,SG,sup-t bootstrap
115.2,-20.141375053733285,-27.122171045178902,-13.160579062287667,GIP_total,SG,sup-t bootstrap
118.8,-21.307467926669396,-28.181316463493214,-14.433619389845578,GIP_total,SG,sup-t bootstrap
122.4,-21.72016587526059,-28.405731775458584,-15.034599975062598,GIP_total,SG,sup-t bootstrap
126,-21.756166361679206,-28.213557555186384,-15.298775168172028,GIP_total,SG,sup-t bootstrap
129.6,-21.79216684809782,-28.04982651413421,-15.53450718206143,GIP_total,SG,sup-t bootstrap
133.20000000000002,-21.82816733451648,-27.917338198907935,-15.738996470125025,GIP_total,SG,sup-t bootstrap
136.8,-21.864167820935094,-27.818745302623427,-15.909590339246762,GIP_total,SG,sup-t bootstrap
140.4,-21.90016830735376,-27.756385346105517,-16.043951268602,GIP_total,SG,sup-t bootstrap
144,-21.936168793772392,-27.732103306373773,-16.14023428117101,GIP_total,SG,sup-t bootstrap
147.6,-21.97216928019107,-27.74709175530897,-16.197246805073174,GIP_total,SG,sup-t bootstrap
151.20000000000002,-21.986364090974213,-27.69103326908524,-16.281694912863188,GIP_total,SG,sup-t bootstrap
154.8,-21.95694755048648,-27.44681394201695,-16.46708115895601,GIP_total,SG,sup-t bootstrap
158.4,-21.92753100999876,-27.235553091800007,-16.61950892819751,GIP_total,SG,sup-t bootstrap
162,-21.89811446951104,-27.060734608916178,-16.7354943301059,GIP_total,SG,sup-t bootstrap
165.6,-21.868697929023302,-26.925503031611438,-16.811892826435166,GIP_total,SG,sup-t bootstrap
169.20000000000002,-21.83928138853552,-26.8323758044463,-16.846186972624743,GIP_total,SG,sup-t bootstrap
172.8,-21.8098648480478,-26.782971392824944,-16.836758303270653,GIP_total,SG,sup-t bootstrap
176.4,-21.7804483075601,-26.777814456250752,-16.783082158869448,GIP_total,SG,sup-t bootstrap
180,-21.75103176707237,-26.816269273973813,-16.685794260170926,GIP_total,SG,sup-t bootstrap
0,4.676204932536023,2.4251345756403193,6.927275289431726,GIP_active,Obesity,sup-t bootstrap
3.6,5.483399540766296,2.2699464228793684,8.696852658653224,GIP_active,Obesity,sup-t bootstrap
7.2,6.290594148996593,1.8134586297111301,10.767729668282056,GIP_active,Obesity,sup-t bootstrap
10.8,7.0977887572268585,1.2477714663750215,12.947806048078697,GIP_active,Obesity,sup-t bootstrap
14.4,7.904983365457127,0.6344840375903669,15.175482693323888,GIP_active,Obesity,sup-t bootstrap
18,8.262864110040677,1.2447652207234627,15.280962999357893,GIP_active,Obesity,sup-t bootstrap
21.6,8.530882081894852,1.8924660276616727,15.169298136128031,GIP_active,Obesity,sup-t bootstrap
25.2,8.798900053749016,2.273411700798583,15.324388406699448,GIP_active,Obesity,sup-t bootstrap
28.8,9.066918025603208,2.374085768149863,15.759750283056553,GIP_active,Obesity,sup-t bootstrap
32.4,8.499100349613386,1.8800701279959382,15.118130571230832,GIP_active,Obesity,sup-t bootstrap
36,7.5133648497015315,1.091013422082736,13.935716277320328,GIP_active,Obesity,sup-t bootstrap
39.6,6.527629349789706,0.188961623206084,12.866297076373328,GIP_active,Obesity,sup-t bootstrap
43.2,5.5418938498778445,-0.8305384282457808,11.91432612800147,GIP_active,Obesity,sup-t bootstrap
46.800000000000004,4.5561583499660685,-1.9656628399742386,11.077979539906377,GIP_active,Obesity,sup-t bootstrap
50.4,3.5704228500542143,-3.208772089677235,10.349617789785665,GIP_active,Obesity,sup-t bootstrap
54,2.584687350142403,-4.5481865679392905,9.717561268224095,GIP_active,Obesity,sup-t bootstrap
57.6,1.5989518502305415,-5.970418700526185,9.168322400987268,GIP_active,Obesity,sup-t bootstrap
61.2,0.7954718640506044,-6.915015612257294,8.505959340358503,GIP_active,Obesity,sup-t bootstrap
64.8,0.35650290533438067,-6.844880171071347,7.5578859817401085,GIP_active,Obesity,sup-t bootstrap
68.4,-0.08246605338182889,-6.877514740751594,6.712582633987936,GIP_active,Obesity,sup-t bootstrap
72,-0.5214350120980384,-7.0321893826797535,5.989319358483677,GIP_active,Obesity,sup-t bootstrap
75.60000000000001,-0.9604039708142338,-7.325278332819598,5.40447039119113,GIP_active,Obesity,sup-t bootstrap
79.2,-1.3993729295305641,-7.766302815583829,4.967556956522701,GIP_active,Obesity,sup-t bootstrap
82.8,-1.838341888246724,-8.355122846930545,4.678439070437096,GIP_active,Obesity,sup-t bootstrap
86.4,-2.2773108469629406,-9.081981251380094,4.527359557454213,GIP_active,Obesity,sup-t bootstrap
90,-2.7162798056791715,-9.93037101121423,4.497811399855888,GIP_active,Obesity,sup-t bootstrap
93.60000000000001,-2.602355145199546,-9.315726228808717,4.111015938409625,GIP_active,Obesity,sup-t bootstrap
97.2,-2.488430484719956,-8.771030417511287,3.7941694480713757,GIP_active,Obesity,sup-t bootstrap
100.8,-2.3745058242403374,-8.311528962951146,3.5625173144704707,GIP_active,Obesity,sup-t bootstrap
104.4,-2.260581163760733,-7.952759728113207,3.431597400591741,GIP_active,Obesity,sup-t bootstrap
108,-2.146656503281143,-7.708043119240163,3.4147301126778764,GIP_active,Obesity,sup-t bootstrap
111.60000000000001,-2.03273184280156,-7.585444387195569,3.5199807015924485,GIP_active,Obesity,sup-t bootstrap
115.2,-1.9188071823219275,-7.5855243390169145,3.7479099743730595,GIP_active,Obesity,sup-t bootstrap
118.8,-1.804882521842302,-7.701171294629832,4.091406250945228,GIP_active,Obesity,sup-t bootstrap
122.4,-2.184347193338411,-7.892871743303571,3.5241773566267494,GIP_active,Obesity,sup-t bootstrap
126,-2.8105065308223374,-8.132479727471434,2.5114666658267586,GIP_active,Obesity,sup-t bootstrap
129.6,-3.4366658683063065,-8.437463334619022,1.5641315980064077,GIP_active,Obesity,sup-t bootstrap
133.20000000000002,-4.062825205790261,-8.821079330702023,0.6954289191215004,GIP_active,Obesity,sup-t bootstrap
136.8,-4.688984543274223,-9.295764303620029,-0.08220478292841715,GIP_active,Obesity,sup-t bootstrap
140.4,-5.315143880758157,-9.870611763243513,-0.7596759982728001,GIP_active,Obesity,sup-t bootstrap
144,-5.941303218242155,-10.54896921322392,-1.3336372232603901,GIP_active,Obesity,sup-t bootstrap
147.6,-6.567462555726063,-11.32743258075762,-1.8074925306945078,GIP_active,Obesity,sup-t bootstrap
151.20000000000002,-7.042411364111025,-11.829237543648482,-2.2555851845735697,GIP_active,Obesity,sup-t bootstrap
154.8,-7.2149391142979695,-11.649724514008781,-2.7801537145871578,GIP_active,Obesity,sup-t bootstrap
158.4,-7.387466864484917,-11.516494519497677,-3.258439209472157,GIP_active,Obesity,sup-t bootstrap
162,-7.559994614671865,-11.440503392682928,-3.679485836660803,GIP_active,Obesity,sup-t bootstrap
165.6,-7.732522364858802,-11.43330046447117,-4.031744265246434,GIP_active,Obesity,sup-t bootstrap
169.20000000000002,-7.905050115045743,-11.505202872208836,-4.30489735788265,GIP_active,Obesity,sup-t bootstrap
172.8,-8.077577865232701,-11.662877346898952,-4.49227838356645,GIP_active,Obesity,sup-t bootstrap
176.4,-8.250105615419638,-11.907369078386516,-4.592842152452761,GIP_active,Obesity,sup-t bootstrap
180,-8.42263336560659,-12.233763233225567,-4.611503497987613,GIP_active,Obesity,sup-t bootstrap
0,4.350826696988933,2.207209711919314,6.494443682058552,GIP_active,Obesity_T2DM,sup-t bootstrap
3.6,3.555147806626252,0.9440084145864467,6.166287198666057,GIP_active,Obesity_T2DM,sup-t bootstrap
7.2,2.7594689162636,-0.6171558068281984,6.136093639355399,GIP_active,Obesity_T2DM,sup-t bootstrap
10.8,1.9637900259009022,-2.319401607271402,6.246981659073207,GIP_active,Obesity_T2DM,sup-t bootstrap
14.4,1.1681111355382185,-4.090259055149133,6.42648132622557,GIP_active,Obesity_T2DM,sup-t bootstrap
18,2.746501894823812,-2.5411905885136097,8.034194378161233,GIP_active,Obesity_T2DM,sup-t bootstrap
21.6,4.799706584039022,-0.5234474365995858,10.12286060467763,GIP_active,Obesity_T2DM,sup-t bootstrap
