study,reference,N,cohort,BMI,BMI_sd,Nfem,age,age_sd,caloric_test,kcal,hormone,time_min,value,cohort_lvl1,cohort_lvl2
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Insulin,60,154.14,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Insulin,90,176.16,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Insulin,120,159.9,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Insulin,150,122.58,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Insulin,180,93,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,0,5.32,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,15,5.87,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,30,6.46,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,60,7.31,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,90,7.68,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,120,7.32,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,150,6.74,Lean,Lean
Engström 2007,Engström BE. Ohrvall M. Sundbom M. Lind L. Karlsson FA. Meal suppression of circulating ghrelin is normalized in obese individuals following gastric bypass surgery. Int J Obes (Lond). 2007 Mar;31(3):476-80. doi: 10.1038/sj.ijo.0803440. Epub 2006 Aug 22. PMID: 16924271.,10,Lean,23.5,2.6,5,43.5,5,Solid Mixed Meal Test,770,Glucose,180,6.18,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,0,6.47,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,15,18.49,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,30,54.36,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,60,82.84,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,90,83.69,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,120,67.97,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,150,54,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GIP,180,35.18,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,0,11.96,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,15,15.5,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,30,20.68,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,60,23.68,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,90,23.42,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,120,21.67,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,150,20.32,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,TOTAL GLP-1,180,18.4,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,0,35.63,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,15,61.83,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,30,191.69,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,60,172.79,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,90,153.89,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,120,125.27,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,150,93.41,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Insulin,180,48.6,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,0,3.7,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,15,3.69,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,30,3.18,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,60,2.89,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,90,2.67,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,120,2.71,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,150,2.82,Lean,Lean
Verdich 2001,"Verdich C, Toubro S, Buemann B, Lysgård Madsen J, Juul Holst J, Astrup A. The role of postprandial releases of insulin and incretin hormones in meal-induced satiety--effect of obesity and weight reduction. Int J Obes Relat Metab Disord. 2001 Aug;25(8):1206-14. doi: 10.1038/sj.ijo.0801655. PMID: 11477506.",12,Lean,23.1,,,34.2,,Solid Mixed Meal Test,598,Glucose,180,2.92,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,TOTAL GIP,0,32.4,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,TOTAL GIP,15,78.58,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,TOTAL GIP,30,78.76,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,TOTAL GIP,60,81.8,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,TOTAL GIP,90,91.29,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,TOTAL GIP,120,80.1,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Insulin,0,31.33,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Insulin,15,188.76,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Insulin,30,249.8,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Insulin,60,281.93,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Insulin,90,249.8,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Insulin,120,181.53,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Glucagon,0,16.9,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Glucagon,15,17.22,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Glucagon,30,15.06,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Glucagon,60,14.47,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Glucagon,90,14.69,Lean,Lean
Theodorakis 2004,Theodorakis MJ. Carlson O. Muller DC. Egan JM. Elevated plasma glucose-dependent insulinotropic polypeptide associates with hyperinsulinemia in impaired glucose tolerance. Diabetes Care. 2004 Jul;27(7):1692-8. doi: 10.2337/diacare.27.7.1692. PMID: 15220248.,34,Lean,27.5,0.5,15,69.6,2.3,Oral Glucose Tolerance Test,300,Glucagon,120,13.84,Lean,Lean
