study,reference,N,cohort,BMI,BMI_sd,Nfem,age,age_sd,caloric_test,kcal,hormone,time_min,value,cohort_lvl1,cohort_lvl2
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Solid Mixed Meal Test,500,Glucose,30,12.9,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Solid Mixed Meal Test,500,Glucose,60,15.1,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Solid Mixed Meal Test,500,Glucose,90,15.1,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Solid Mixed Meal Test,500,Glucose,120,14.4,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Solid Mixed Meal Test,500,Glucose,150,13.7,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Solid Mixed Meal Test,500,Glucose,180,12.4,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,0,17.4,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,15,70.5,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,30,108,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,60,103,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,90,91.8,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,120,67.4,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,150,42.9,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,TOTAL GIP,180,24.2,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,0,140,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,15,200,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,30,260,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,60,270,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,90,340,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,120,340,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,150,300,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Insulin,180,250,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,0,11.7,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,15,13.5,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,30,15.2,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,60,17.7,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,90,19.1,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,120,18.5,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,150,16.7,T2DM,T2DM
Jones 1989,"Jones IR, Owens DR, Luzio S, Williams S, Hayes TM. The glucose dependent insulinotropic polypeptide response to oral glucose and mixed meals is increased in patients with type 2 (non-insulin-dependent) diabetes mellitus. Diabetologia. 1989 Sep;32(9):668-77. doi: 10.1007/BF00274255. PMID: 2676668.",41,Type 2 Diabetes Mellitus Cohort,25,,,54,,Oral Glucose Tolerance Test,300,Glucose,180,14.9,T2DM,T2DM
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,0,6.26,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,15,25.8,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,30,36.81,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,60,39,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,90,32.13,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,120,24.28,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,150,17.58,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GIP,180,10.75,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,0,5.9,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,15,7.8,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,30,9.68,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,60,4.49,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,90,4.1,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,120,3.31,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,150,3.78,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,TOTAL GLP-1,180,4.1,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,0,4.27,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,15,5.6,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,30,4.79,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,60,4.4,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,90,3.94,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,120,4.2,Post-CR,Post-Intervention
Laferrère  2008,"Laferrère B, Teixeira J, McGinty J, Tran H, Egger JR, Colarusso A, Kovack B, Bawa B, Koshy N, Lee H, Yapp K, Olivan B. Effect of weight loss by gastric bypass surgery versus hypocaloric diet on glucose and incretin levels in patients with type 2 diabetes. J Clin Endocrinol Metab. 2008 Jul;93(7):2479-85. doi: 10.1210/jc.2007-2851. Epub 2008 Apr 22. PMID: 18430778; PMCID: PMC2453054.",10,Obesity with Type 2 Diabetes Mellitus after weight loss by caloric restricción Cohort,39.6,3.5,10,46.8,7.24,Oral Glucose Tolerance Test,300,ACTIVE GLP-1,150,4.1,Post-CR,Post-Intervention
